ID,Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Days_Since_Customer,Fam_Size,Num_Accepted
246,Graduation,66480.0,71,199,9,57,20,21,6,7,4,1,7,4,0,0,56,2724.775444892581,4,0
375,Graduation,76773.0,79,516,56,449,86,33,16,1,2,2,11,1,0,0,67,3184.7754448925816,1,0
1524,2n Cycle,81698.0,1,709,45,115,30,160,45,1,8,2,5,5,0,1,38,3237.7754448925816,1,1
10022,PhD,54466.0,78,12,0,4,0,0,0,1,1,0,2,5,0,0,48,2630.775444892581,3,0
7451,Master,98777.0,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,61,2827.775444892581,1,1
11010,PhD,16269.0,75,19,3,18,3,1,0,3,3,0,3,8,0,0,37,2998.775444892581,2,0
4356,Graduation,71819.0,70,1224,28,140,0,14,168,3,3,3,5,6,0,0,50,3000.775444892581,3,2
3885,PhD,33569.0,10,16,2,18,3,0,24,1,1,1,2,8,0,1,38,2951.775444892581,3,1
1175,Master,36262.0,24,88,39,54,64,28,153,1,3,5,3,6,0,1,38,2977.775444892581,2,1
880,Basic,22634.0,47,2,23,11,8,6,46,1,2,1,2,8,0,0,55,3224.7754448925816,2,0
2320,2n Cycle,47025.0,98,508,11,59,23,5,29,5,11,1,6,9,0,0,43,2897.775444892581,3,0
850,Graduation,70566.0,4,381,28,215,84,28,21,2,6,5,9,3,0,0,53,3079.775444892581,2,0
4713,PhD,31605.0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,42,3279.7754448925816,3,0
675,Master,52034.0,67,146,0,93,7,13,73,5,4,2,5,7,0,0,48,3103.775444892581,3,0
5025,Graduation,48526.0,32,23,17,23,43,20,9,1,2,1,4,3,0,0,42,2882.775444892581,2,0
2308,Graduation,46734.0,40,110,5,137,26,23,29,2,6,1,5,7,0,0,67,3283.7754448925816,3,0
5995,Graduation,39552.0,54,165,3,147,4,24,41,7,6,2,5,8,0,1,59,3253.7754448925816,3,0
6749,Graduation,86358.0,78,957,47,494,82,47,95,4,5,3,6,8,0,0,55,3385.7754448925807,3,0
1010,Graduation,46931.0,94,41,0,17,3,1,16,2,1,1,3,3,0,0,44,2761.775444892581,5,0
8977,Basic,16581.0,51,1,3,4,2,3,11,1,0,0,3,4,0,0,36,2905.775444892581,1,0
4756,2n Cycle,63998.0,42,176,29,818,0,33,112,1,7,6,11,4,0,1,69,2886.775444892581,1,0
3412,Master,67381.0,67,815,8,53,11,0,70,4,2,2,9,7,0,0,70,3225.7754448925816,3,1
606,Graduation,25930.0,87,6,1,2,2,0,4,1,1,0,2,7,0,0,54,2957.775444892581,3,0
5961,Graduation,42693.0,29,8,4,20,6,3,16,1,1,0,3,5,0,0,43,2688.775444892581,3,0
2975,Graduation,85606.0,89,717,42,864,219,30,84,2,6,7,9,3,0,0,45,3260.7754448925816,3,1
2894,Graduation,72903.0,74,1067,138,750,0,19,39,1,7,5,8,4,0,1,36,2938.775444892581,1,3
7613,2n Cycle,49669.0,97,166,5,107,11,8,29,2,5,1,6,6,0,0,47,2731.775444892581,3,0
10542,PhD,36778.0,63,29,4,34,2,4,4,3,3,0,3,9,0,0,53,3477.7754448925807,4,0
8015,PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,59,3176.7754448925816,1,0
10617,Master,10979.0,34,8,4,10,2,2,4,2,3,0,3,5,0,0,32,2733.775444892581,1,0
11166,Graduation,49678.0,81,229,5,56,3,2,20,2,6,2,4,7,0,0,60,3207.7754448925816,3,0
849,Master,56129.0,65,320,48,133,39,72,48,4,6,2,10,4,0,0,68,3069.775444892581,3,0
523,Graduation,37155.0,51,23,0,26,7,15,3,1,2,0,4,5,0,0,32,3209.7754448925816,3,0
4066,2n Cycle,21282.0,76,1,5,8,4,8,20,2,2,1,2,6,0,0,43,2566.775444892581,2,0
8414,PhD,33419.0,76,56,0,12,0,0,18,2,2,0,4,7,0,0,59,3011.775444892581,2,0
819,Graduation,63285.0,84,508,124,249,50,38,134,1,6,5,13,3,0,0,76,3109.7754448925816,1,0
4961,Master,21255.0,56,29,0,25,2,2,3,4,2,1,4,4,0,0,47,2854.775444892581,3,0
749,Graduation,42162.0,31,46,7,59,2,4,27,2,3,1,3,6,0,1,40,2917.775444892581,3,1
5430,Graduation,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,65,3348.7754448925807,4,0
7755,PhD,57744.0,91,350,3,39,0,0,19,2,9,1,4,8,0,0,67,2895.775444892581,3,0
10525,Graduation,26576.0,40,10,0,8,0,0,9,1,1,0,2,9,0,1,35,3319.7754448925816,2,1
1453,PhD,57513.0,59,735,40,183,52,20,30,2,9,3,13,6,0,0,78,3082.775444892581,1,0
8310,Graduation,68142.0,96,897,126,196,91,112,37,3,10,4,7,6,0,0,57,3364.7754448925807,3,0
10710,Graduation,7500.0,61,5,2,3,3,0,5,1,1,0,2,8,0,0,42,3364.7754448925807,3,0
5031,Graduation,83145.0,14,777,35,731,39,137,114,1,5,9,11,2,0,1,47,3340.7754448925807,2,1
2613,Master,54197.0,16,162,6,37,6,13,13,2,1,3,6,1,0,0,61,2812.775444892581,3,0
213,PhD,23091.0,98,35,0,11,0,0,2,4,2,1,3,7,0,0,58,2727.775444892581,3,0
967,Graduation,46049.0,11,342,9,112,19,14,19,10,5,2,9,7,0,1,45,3038.775444892581,4,0
1077,Graduation,56715.0,52,258,105,239,237,172,9,1,7,3,4,4,0,0,47,3473.7754448925807,2,0
7959,Graduation,79410.0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,60,2726.775444892581,2,0
640,Graduation,57304.0,61,356,80,329,138,17,106,2,7,6,10,5,0,0,70,2933.775444892581,3,0
4252,Graduation,44375.0,73,213,5,28,7,7,41,1,4,1,6,5,0,0,56,2793.775444892581,3,0
8432,Graduation,54450.0,0,454,0,171,8,19,32,12,9,2,8,8,0,0,65,3348.7754448925807,4,0
6218,Graduation,59594.0,74,457,4,29,0,0,9,1,8,1,7,7,0,0,56,3312.7754448925816,3,1
6905,Graduation,80685.0,55,241,45,604,34,26,54,1,6,4,10,2,0,0,27,3371.7754448925807,2,0
5922,PhD,40344.0,48,210,0,6,0,0,2,2,4,1,5,7,0,0,47,2954.775444892581,3,0
3598,Graduation,62710.0,53,441,35,83,7,29,11,4,4,2,12,4,0,0,49,3097.775444892581,3,0
6116,2n Cycle,48985.0,13,19,13,18,10,7,8,1,1,1,3,3,0,0,53,3113.7754448925816,3,0
6263,Graduation,35322.0,34,28,9,37,12,7,13,3,2,0,4,8,0,0,53,3371.7754448925807,5,0
10486,Graduation,77142.0,54,476,75,162,29,151,97,1,4,4,8,2,0,0,73,3091.775444892581,2,0
2410,Graduation,81657.0,69,364,40,425,158,60,50,1,3,4,8,1,0,0,52,2853.775444892581,1,0
193,Basic,14421.0,81,0,0,2,3,3,8,1,1,0,2,5,0,0,25,2827.775444892581,2,1
3363,2n Cycle,20130.0,99,0,6,3,7,6,12,1,1,0,3,8,0,0,47,2799.775444892581,2,0
8278,PhD,74214.0,3,863,83,547,86,99,33,1,8,2,5,5,0,0,31,3367.7754448925807,2,0
10660,Master,66726.0,61,349,7,35,0,0,47,3,8,2,4,7,0,0,64,2540.775444892581,4,1
8686,Basic,23724.0,65,5,23,15,0,18,14,2,2,0,3,8,0,0,42,3027.775444892581,3,0
1604,Master,47353.0,93,184,2,19,8,8,4,3,2,2,6,5,0,0,61,2923.775444892581,3,0
5907,Master,33444.0,24,8,0,8,0,0,2,1,1,0,2,8,0,0,69,3535.7754448925807,4,0
10669,Graduation,54386.0,8,277,21,64,62,21,25,2,3,2,10,3,0,0,40,3103.775444892581,3,0
2918,Graduation,28510.0,72,44,5,19,0,4,19,3,2,0,4,5,0,0,40,3137.7754448925816,3,0
5735,Master,90638.0,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,30,2831.775444892581,1,1
359,Graduation,48070.0,33,373,14,83,6,9,19,3,8,2,6,7,1,0,71,3227.7754448925816,3,0
8387,Graduation,43140.0,68,134,8,76,6,0,11,1,4,1,5,6,0,0,64,3119.7754448925816,3,0
1829,PhD,54959.0,55,1148,0,60,0,0,24,3,9,5,4,7,0,1,60,3221.7754448925816,2,1
3839,Basic,15056.0,76,6,12,3,21,6,40,5,2,2,3,5,0,0,63,3176.7754448925816,3,0
9392,Graduation,26954.0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,50,2658.775444892581,2,0
2292,Graduation,22327.0,94,5,4,8,2,0,5,1,1,0,3,5,0,0,36,3201.7754448925816,2,0
10466,Graduation,44393.0,86,24,2,20,2,2,10,2,1,0,4,4,0,0,56,3006.775444892581,4,0
9855,PhD,62000.0,25,899,0,101,0,0,20,1,6,6,13,4,0,0,69,3003.775444892581,2,1
4088,PhD,31497.0,22,108,1,28,13,1,4,2,3,1,4,8,0,0,59,3442.7754448925807,3,0
5231,2n Cycle,45894.0,15,27,2,7,0,2,13,1,1,0,3,5,0,0,47,2817.775444892581,4,0
590,Master,78579.0,35,816,66,549,216,66,99,1,5,6,4,3,0,1,51,3249.7754448925816,1,0
8732,Master,67369.0,81,1298,0,70,37,14,42,4,7,4,10,4,0,1,52,3284.7754448925816,2,2
2315,Graduation,58401.0,55,10,0,11,17,29,29,1,1,2,2,4,0,0,61,2765.775444892581,2,0
3515,Graduation,62307.0,94,87,13,34,10,6,10,1,4,0,4,5,0,0,69,2827.775444892581,2,0
2245,Master,43641.0,50,57,2,51,4,2,23,3,2,1,4,6,0,0,52,3128.7754448925816,4,0
6283,Master,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,53,3129.7754448925816,2,0
2246,2n Cycle,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,56,3231.7754448925816,3,0
6606,Master,70091.0,11,964,34,137,15,0,11,2,5,2,10,8,0,0,52,3150.7754448925816,3,1
5545,PhD,78075.0,72,572,8,259,34,35,80,1,3,5,5,1,0,0,49,2751.775444892581,2,0
7342,2n Cycle,59184.0,6,341,142,113,259,151,66,3,6,6,12,5,0,0,60,3353.7754448925807,2,0
837,Graduation,54809.0,0,63,6,57,13,13,22,4,2,1,5,4,0,0,44,2927.775444892581,4,0
9500,Graduation,58113.0,66,221,104,169,102,78,84,3,9,2,8,7,1,0,62,3215.7754448925816,3,0
3602,Master,51412.0,42,140,3,29,4,5,14,2,3,2,4,4,0,0,63,2875.775444892581,3,0
234,Graduation,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,0,1,42,3322.7754448925816,2,1
2995,Master,66636.0,64,291,10,689,84,10,0,1,3,4,9,1,0,0,64,3011.775444892581,2,0
1118,Master,50965.0,87,544,13,85,8,6,29,3,10,4,5,8,0,0,65,3189.7754448925816,3,1
7789,PhD,84618.0,96,684,100,801,21,66,0,1,6,9,10,2,0,0,56,2914.775444892581,2,1
3068,Graduation,18351.0,1,1,12,9,0,14,7,1,2,0,3,7,0,0,31,2938.775444892581,2,0
8955,PhD,40451.0,54,35,0,4,0,0,10,1,1,1,2,5,0,0,64,2828.775444892581,4,1
945,Graduation,36317.0,53,87,3,25,3,2,13,2,3,0,4,7,0,0,56,3098.775444892581,3,0
5644,Graduation,42213.0,96,309,3,24,4,3,20,2,5,1,7,7,0,0,64,2896.775444892581,3,1
7192,Graduation,65748.0,58,172,73,93,95,78,34,2,2,4,10,1,1,0,66,3135.7754448925816,3,0
2324,Graduation,77044.0,12,625,38,242,50,34,76,2,7,11,11,4,0,0,49,2940.775444892581,3,1
697,Graduation,74918.0,78,972,59,913,25,19,59,1,5,9,6,3,0,0,52,2903.775444892581,2,1
3439,Graduation,56721.0,64,157,6,39,6,13,75,5,4,1,5,6,0,0,49,3301.7754448925816,4,0
1506,Graduation,42160.0,26,48,9,45,3,15,20,4,2,1,4,6,0,1,46,3061.775444892581,3,0
232,Graduation,61559.0,8,279,83,88,32,14,34,1,4,2,10,3,0,0,56,3042.775444892581,2,0
8876,PhD,33629.0,49,132,0,16,0,0,4,5,3,1,4,9,0,0,58,3385.7754448925807,4,0
4500,PhD,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,30,3079.775444892581,2,0
9739,Graduation,34377.0,55,62,0,22,3,1,26,2,2,2,2,7,0,0,58,3221.7754448925816,2,0
10395,Basic,8940.0,25,1,45,3,4,6,42,3,3,1,3,8,0,0,35,3371.7754448925807,2,0
1176,Graduation,26228.0,50,2,6,4,3,1,9,1,1,0,2,8,0,0,48,2975.775444892581,3,0
1627,2n Cycle,77297.0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,64,3214.7754448925816,1,1
938,Graduation,40211.0,30,51,1,7,2,1,25,2,2,1,2,8,0,0,40,3029.775444892581,4,1
2740,PhD,33438.0,81,62,1,16,3,2,6,4,2,1,4,5,0,0,63,2975.775444892581,3,0
257,PhD,75032.0,74,952,12,180,47,12,12,2,5,4,9,3,0,0,62,3122.7754448925816,3,0
4058,PhD,61284.0,76,618,15,106,20,7,45,1,11,2,8,6,0,0,66,2896.775444892581,1,1
7736,Graduation,22518.0,36,11,7,12,2,2,27,2,2,1,2,5,0,1,35,3310.7754448925816,3,1
8210,Master,54730.0,64,318,3,17,4,7,56,5,4,1,8,4,0,0,46,3013.775444892581,3,0
833,Master,38452.0,62,56,0,14,0,0,2,3,3,0,3,7,0,0,66,2786.775444892581,4,0
6230,Graduation,44421.0,53,110,5,59,7,1,7,5,5,0,4,8,0,0,50,3194.7754448925816,3,0
7325,PhD,38197.0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,35,3060.775444892581,3,0
1307,Graduation,41986.0,15,27,5,8,8,3,12,3,3,0,4,4,0,0,43,2630.775444892581,2,0
1502,Graduation,28427.0,67,18,3,19,3,3,6,2,2,0,3,8,0,0,38,3160.7754448925816,3,0
6211,PhD,37395.0,47,18,0,9,0,1,11,1,1,0,3,6,0,0,45,2839.775444892581,3,0
843,Graduation,64722.0,47,303,0,280,60,147,15,4,8,2,11,6,0,0,50,2729.775444892581,3,0
4174,Master,55249.0,81,97,1,19,2,0,11,1,2,1,4,3,0,0,65,2768.775444892581,3,0
9757,Graduation,84906.0,98,997,15,414,99,30,76,1,5,6,12,2,0,0,49,3140.7754448925816,2,3
6918,Graduation,28691.0,56,5,4,13,8,0,4,1,1,0,3,8,0,0,32,3143.7754448925816,3,0
286,Graduation,44213.0,48,95,11,35,0,4,7,4,2,1,5,6,0,0,69,2907.775444892581,3,0
11086,Basic,25707.0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,37,2857.775444892581,2,0
1921,PhD,59062.0,74,46,1,12,3,0,9,2,2,0,3,4,0,0,54,3171.7754448925816,5,0
4138,Graduation,76624.0,68,411,106,147,54,115,66,1,5,10,7,1,0,0,59,2731.775444892581,2,1
7718,Master,66000.0,36,244,51,270,101,0,45,1,1,3,5,1,0,0,74,2765.775444892581,2,0
1291,PhD,27683.0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,43,3507.7754448925807,3,0
6862,Graduation,1730.0,65,1,1,3,1,1,1,15,0,0,0,20,0,0,50,2737.775444892581,1,0
4136,Basic,7500.0,63,10,17,18,8,26,40,4,3,2,2,9,0,0,29,3534.7754448925807,2,0
803,Graduation,40521.0,82,12,0,5,0,0,4,1,0,1,2,5,0,0,53,3116.7754448925816,4,0
4298,PhD,20427.0,63,5,0,4,0,0,1,1,1,0,2,8,0,0,48,2792.775444892581,3,0
10833,Graduation,65106.0,55,790,19,133,12,0,19,3,8,3,13,6,0,0,46,2731.775444892581,3,1
9606,PhD,69969.0,64,882,29,514,38,29,44,1,4,2,6,3,0,1,56,3001.775444892581,2,2
8534,Graduation,67433.0,51,615,28,259,12,48,30,4,6,5,13,4,0,0,69,3043.775444892581,4,1
5153,PhD,77766.0,97,1004,59,265,115,59,27,2,11,10,11,6,0,1,54,3187.7754448925816,3,1
961,Graduation,74716.0,92,133,27,421,13,195,71,2,7,3,5,4,0,0,49,2897.775444892581,3,0
5011,Graduation,68118.0,51,595,23,123,10,23,154,2,8,9,4,6,0,0,58,2949.775444892581,2,0
6653,PhD,55158.0,72,293,0,87,4,11,23,4,7,2,5,7,0,1,51,3394.7754448925807,4,0
9094,2n Cycle,62972.0,39,313,15,47,20,0,192,2,7,4,3,6,0,1,66,3538.7754448925807,3,0
810,Graduation,74190.0,49,151,81,86,168,91,64,2,4,2,11,2,0,0,46,2536.775444892581,3,0
5493,Graduation,39356.0,21,15,0,2,0,0,6,1,1,0,2,6,0,0,45,2797.775444892581,4,1
2147,Graduation,76653.0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,52,3012.775444892581,2,2
5107,PhD,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,48,2736.775444892581,3,1
3979,PhD,90687.0,98,982,17,672,23,34,51,1,6,2,8,2,0,1,38,3098.775444892581,1,1
6049,Master,73450.0,85,1142,51,415,90,69,37,1,7,8,11,3,0,0,39,3108.7754448925816,2,2
8147,Graduation,31454.0,40,28,0,11,0,0,9,3,2,0,3,8,0,0,61,3082.775444892581,4,0
1857,Graduation,47139.0,2,46,0,12,0,2,23,2,2,1,2,7,0,1,69,2721.775444892581,3,0
3910,Graduation,83829.0,78,897,161,430,186,161,27,0,4,7,6,1,0,1,46,3018.775444892581,1,3
5207,PhD,53378.0,41,489,6,152,8,6,132,10,9,4,6,8,0,1,58,3338.7754448925807,4,0
11114,Graduation,19656.0,94,25,4,9,6,8,32,3,2,1,3,7,0,0,51,3026.775444892581,3,0
5429,PhD,45579.0,10,145,1,33,2,1,1,1,4,1,4,6,0,0,73,3008.775444892581,3,0
9400,2n Cycle,85485.0,73,630,26,611,44,18,54,1,6,6,6,2,0,0,63,2703.775444892581,1,0
1740,Graduation,55956.0,22,760,38,104,50,9,38,2,7,3,4,4,0,0,77,2690.775444892581,2,1
7488,Master,64191.0,30,420,15,186,151,38,15,3,5,3,13,3,0,0,58,3218.7754448925816,2,0
195,Graduation,38808.0,21,125,17,52,3,19,30,4,5,1,4,8,0,1,49,3367.7754448925807,2,1
635,Master,57183.0,51,464,5,64,7,0,70,8,9,1,7,8,0,0,55,3162.7754448925816,4,0
7527,Master,23748.0,97,6,6,29,12,15,8,3,2,1,3,8,0,0,53,3280.7754448925816,2,0
10319,Graduation,66303.0,56,1090,12,96,16,12,60,4,3,4,11,8,0,0,50,3183.7754448925816,3,1
2296,Master,37368.0,4,3,2,11,2,2,10,1,1,0,2,6,0,0,46,2890.775444892581,3,1
10637,Graduation,40800.0,77,24,0,27,8,30,10,2,3,0,3,7,1,0,57,3239.7754448925816,5,0
2931,Graduation,71847.0,95,737,21,106,55,63,210,0,6,7,9,3,0,0,43,3341.7754448925807,1,1
907,Graduation,46149.0,36,254,6,71,4,0,27,5,5,1,7,5,0,0,46,2907.775444892581,3,0
3698,Graduation,78687.0,13,817,185,687,145,55,241,1,4,6,8,2,0,1,38,3354.7754448925807,2,1
9516,2n Cycle,49118.0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,50,3375.7754448925807,1,2
679,PhD,37633.0,49,13,4,20,0,0,1,2,1,0,3,9,0,0,64,3342.7754448925807,4,0
7384,Master,39767.0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,70,3038.775444892581,2,0
5043,Basic,26997.0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,70,3474.7754448925807,2,0
5267,Graduation,33986.0,43,16,2,18,2,1,5,1,1,0,3,7,0,0,51,3167.7754448925816,2,0
339,PhD,57091.0,82,462,0,24,6,0,4,2,9,2,5,7,0,1,49,3278.7754448925816,3,1
2516,2n Cycle,46831.0,84,22,2,10,6,4,34,2,1,2,2,4,0,0,52,3022.775444892581,4,0
9010,Master,83151.0,80,968,147,842,137,42,210,1,5,7,10,2,0,1,49,2965.775444892581,2,3
378,Graduation,52531.0,68,283,112,151,51,72,125,2,7,2,10,6,0,0,50,3241.7754448925816,2,0
4808,Graduation,15759.0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,65,3111.7754448925816,2,0
5068,Graduation,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,50,3028.775444892581,2,0
7628,2n Cycle,43050.0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,48,2798.775444892581,3,0
7128,PhD,42997.0,91,4,0,5,0,1,5,1,1,0,2,7,0,0,44,3047.775444892581,3,0
2811,PhD,48918.0,21,52,0,9,0,0,1,2,1,0,4,4,0,0,58,2537.775444892581,3,0
3551,Master,60033.0,28,62,1,57,19,11,48,2,2,1,5,2,0,0,67,2787.775444892581,3,0
1663,PhD,34043.0,97,20,2,14,3,0,10,1,2,0,2,9,0,0,43,2942.775444892581,3,0
5543,Graduation,57811.0,49,545,7,114,37,21,78,5,7,2,11,5,0,0,55,3065.775444892581,3,1
1577,Graduation,78569.0,14,558,79,622,207,175,95,1,4,6,4,1,0,1,75,2825.775444892581,2,1
10641,Graduation,7500.0,5,6,5,4,13,4,25,4,2,1,3,6,0,0,43,3244.7754448925816,3,0
5336,Master,157733.0,37,39,1,9,2,0,8,0,1,0,1,1,0,0,50,3144.7754448925816,3,0
6024,Graduation,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,68,3147.7754448925816,2,3
1878,2n Cycle,23148.0,83,4,6,8,6,3,10,1,2,0,3,7,0,0,36,2826.775444892581,2,0
3099,Graduation,44267.0,48,183,5,65,3,5,49,5,5,2,4,9,0,0,51,3184.7754448925816,3,0
6055,Graduation,71626.0,94,546,72,376,94,145,72,1,5,5,8,3,0,0,42,3595.7754448925807,2,1
5841,Graduation,60894.0,61,606,7,155,10,0,54,5,10,3,8,7,0,0,55,3061.775444892581,3,0
3972,Graduation,50200.0,70,266,6,51,8,6,64,6,7,1,5,8,0,0,45,3177.7754448925816,4,0
4394,PhD,81051.0,43,1142,29,249,38,29,14,1,5,5,12,2,0,0,56,2732.775444892581,2,2
5758,Graduation,65169.0,23,1074,0,69,0,0,46,1,10,4,13,6,0,1,39,2861.775444892581,2,4
6658,Graduation,59868.0,37,771,51,154,54,10,154,7,11,2,12,6,0,0,49,3037.775444892581,3,0
4603,PhD,65695.0,50,371,32,189,0,58,6,2,5,4,10,4,0,0,61,2844.775444892581,3,0
8427,Master,64857.0,78,556,14,717,210,0,43,1,7,5,10,4,0,0,65,3278.7754448925816,1,0
10260,Master,45143.0,74,202,5,74,11,5,14,3,6,1,5,7,0,0,56,3002.775444892581,3,0
7143,2n Cycle,74805.0,14,209,162,209,41,162,37,5,4,7,10,2,0,0,66,3078.775444892581,3,0
8789,2n Cycle,59060.0,77,35,40,111,36,40,12,3,3,1,7,4,0,0,32,2570.775444892581,3,0
6197,PhD,27238.0,39,37,0,17,0,0,3,3,3,0,3,9,0,0,59,3130.7754448925816,3,0
4554,Graduation,47009.0,89,171,45,73,59,10,90,4,3,2,8,4,0,0,56,3230.7754448925816,3,0
4937,2n Cycle,46094.0,62,12,2,20,3,2,5,1,1,0,3,7,0,0,48,2596.775444892581,4,0
1920,Graduation,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,49,3030.775444892581,4,0
8749,Graduation,37235.0,68,20,2,9,4,6,20,1,1,1,2,4,0,0,37,2873.775444892581,3,0
1650,Master,81843.0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,61,3128.7754448925816,2,0
10377,Master,46692.0,37,170,6,97,24,12,88,3,6,1,5,6,0,0,63,3083.775444892581,3,0
9206,Graduation,77382.0,36,491,48,231,112,105,134,2,5,7,12,1,0,0,53,2693.775444892581,3,1
10971,Graduation,37774.0,28,173,8,107,7,2,176,4,7,2,3,9,1,1,44,3537.7754448925807,3,1
6398,Basic,18393.0,2,7,10,13,16,0,4,2,3,0,3,8,0,0,47,2787.775444892581,3,0
9212,Master,72828.0,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,59,3195.7754448925816,3,0
7937,Graduation,24711.0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,39,2767.775444892581,2,0
839,PhD,45503.0,54,97,4,44,6,1,18,1,3,1,4,5,0,0,46,2972.775444892581,3,0
4246,Master,6560.0,2,67,11,26,4,3,262,0,1,0,1,17,0,0,39,2894.775444892581,1,0
158,PhD,71604.0,3,345,53,528,98,75,97,1,8,3,5,4,0,1,76,2919.775444892581,2,1
4832,Graduation,27244.0,84,6,5,17,3,24,46,2,2,2,2,7,0,0,42,2691.775444892581,3,0
5621,Graduation,48752.0,8,73,57,100,71,15,0,5,6,1,5,9,0,1,52,3259.7754448925816,4,0
1945,Graduation,71434.0,4,711,36,217,172,96,168,3,7,4,7,4,0,0,59,2979.775444892581,3,2
5147,Graduation,90842.0,57,774,70,118,182,187,93,1,4,9,13,1,0,0,73,3030.775444892581,1,0
2535,Master,88097.0,24,163,0,480,0,126,75,1,6,5,8,9,0,1,43,3375.7754448925807,3,3
11039,Graduation,51948.0,51,82,33,54,71,30,41,2,5,2,4,5,0,0,46,2980.775444892581,3,0
9495,Graduation,71853.0,29,358,108,413,141,97,32,1,2,8,6,1,0,0,39,3023.775444892581,2,0
9635,Master,35876.0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,38,2765.775444892581,2,0
2173,Graduation,40049.0,23,13,6,7,0,3,3,1,1,0,3,6,0,0,69,2951.775444892581,2,0
942,Graduation,39660.0,36,139,13,78,20,13,36,3,7,1,3,9,0,1,39,3385.7754448925807,2,0
9386,Graduation,50127.0,88,274,0,21,4,6,15,1,5,1,6,6,0,0,59,2726.775444892581,3,1
5510,Master,43263.0,2,262,6,61,0,10,102,3,5,2,6,5,0,0,44,3280.7754448925816,3,0
873,Master,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,72,3596.7754448925807,4,1
2253,Graduation,18929.0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,31,3193.7754448925816,2,0
5181,Basic,24367.0,58,2,4,2,0,11,5,1,1,0,2,9,0,0,39,3161.7754448925816,2,0
979,Graduation,33249.0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,46,3189.7754448925816,2,0
10390,2n Cycle,26887.0,27,6,7,4,3,4,6,1,1,0,3,6,0,0,62,2965.775444892581,3,0
4698,PhD,50150.0,32,135,46,92,65,61,11,2,5,2,7,5,0,0,38,3069.775444892581,2,0
7793,Graduation,62061.0,12,641,7,84,0,30,38,3,10,4,7,6,0,0,45,2997.775444892581,3,1
1745,PhD,85696.0,88,714,76,395,116,0,12,1,4,6,9,1,0,1,59,3176.7754448925816,1,0
10590,PhD,76542.0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,65,3151.7754448925816,2,0
5080,Graduation,70515.0,12,420,0,452,182,64,140,1,6,6,4,2,0,1,28,2946.775444892581,1,0
8369,Graduation,18227.0,21,1,2,7,4,3,11,1,0,1,2,8,0,0,34,3382.7754448925807,3,0
5232,Graduation,69139.0,23,86,12,75,33,15,6,1,4,1,5,4,0,0,56,2848.775444892581,3,0
2407,Graduation,69109.0,10,823,25,459,124,29,95,1,6,6,7,4,0,1,39,3351.7754448925807,2,1
3834,Graduation,69627.0,35,231,161,215,171,30,53,2,8,2,11,5,0,0,59,3164.7754448925816,2,0
7912,Graduation,38136.0,69,8,15,27,0,20,33,2,3,1,2,8,0,0,43,3128.7754448925816,3,1
7712,PhD,62159.0,68,182,17,259,77,70,29,1,6,2,10,4,0,0,75,2757.775444892581,1,0
1065,Graduation,80695.0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,58,2877.775444892581,1,0
7275,Master,33316.0,34,79,1,31,4,4,12,3,2,1,4,6,0,0,50,3140.7754448925816,3,0
1343,Graduation,58554.0,55,368,24,68,38,0,88,6,8,2,6,7,0,0,53,3336.7754448925807,4,0
